Input,Predicted,Actual
Ah quem me dera o tivesse matado,blar <extra_id_38>pensa02(assendeীগ <extra_id_1>,Aîuká me'ĩmo mã!
O homem que esconde algo,komandi diRegistrer <extra_id_32> <extra_id_29> <extra_id_33> also뤽იდრ,Abá mba'e omimba'e
Ele e pequenino Ta'yri'i-nhota'ub ou Ta'yri'i-a'ub - Ele e pequenino,<extra_id_0>Nga帻icularesagroh <extra_id_34>abinsk <extra_id_28> <extra_id_52> ou <extra_id_28>ulduratorてきabinskらか趵ієнт,Ta'yrĩ'ĩ
o que e de cada dia o que esta ao longo dos dias,<extra_id_0>0=:ogiйских,ara rupindûara
Tomaste as coisas de alguem o objeto do furto de teu proximo ou o que ele esconde,langsung <extra_id_0> <extra_id_12>пец,"Ereîarype abá mba'e, nde rapixara mondarõagûera koîpó semimima?"
Por conhece-lo agora amo-o,<extra_id_0>m <extra_id_1>,"A'e kuapápe, ko'y asaûsu"
Do nada fez nossa alma,<extra_id_0> <extra_id_27> nød <extra_id_31> <extra_id_31>ဲြкистон,Nama'eruã oîmonhang asé 'angamo
Anuncia os que serao casados na igreja nos feriados,<extra_id_0>osanhaya <extra_id_1> stale  <extra_id_12>o pointed: s...suus,Ogûeronhe'eng i mendarypyrama Tupãokype marãtekoabe'yma pupé
Furou tambem minha cabeca,]:агониraisიცი —коля <extra_id_45> <extra_id_48> <extra_id_31> <extra_id_48> <extra_id_56> <extra_id_27>колебಂಟಿ,Omombuk-y bé xe akanga
Nao era Deus Espirito Santo mas um sinal da sua vinda,alto <extra_id_38>مشخصات儊улан <extra_id_30>эдэ,"-Tupã Espírito Santo anhẽ a'e tatá? -Nda Tupã Espírito Santo ruã, tura îekuapaba é - Deus Espírito Santo era, na verdade, aquele fogo?"
imitando tua virtude,<extra_id_0>.XzFf <extra_id_1> Moisšlj,nde rekokatu ra'anga
Parto,"<extra_id_0> db,  <extra_id_12>....瑧",Aîepabok
sob o sono da bem alta noite isto e nas horas mortas da noite em que todos dormem,<extra_id_0>zijaem,pysaîé-katu ké-gûyrybo
O nosso chamado a mae de Deus fa-lo sofrer muito,<extra_id_0>,Tupã sy îandé senõîa oîmoasy-katu-eté
Turvei sua agua,<extra_id_0>рење <extra_id_56> <extra_id_46>рупо,Aîmo'ypiting
Os homens estao acostumados comigo,<extra_id_0> <extra_id_50>窈 <extra_id_27> <extra_id_56>,Apŷaba xe pokuá
Mas nao e nossa patria esta terra em que moramos,>・улан <extra_id_32> <extra_id_3>гцвозбудsуланырын,N'asé retama ruã-tepe ikó yby asé rekoaba?
Toco-a,aovдвигатело <extra_id_52>КУРimaad,Aîopy
Ele esta salgado demais,<extra_id_0>یsylvdienteslabrad <extra_id_28>odnáலத்தில் sj <extra_id_11> <extra_id_53>熳نتیrgenteorogoოლა <extra_id_28>ndingtrogen,Se'ẽ-moxy
Tu nao me detestas,<extra_id_0> resume,Na xe reroŷrõî îepé
Por isso mesmo sera so chorar sem parar,<extra_id_0>... ...) ... ......,Nd'e'i te'e îase'o anhõ monhanga i mombyke'ymane
Devolve o objeto de seu furto,<extra_id_0>final ea mesme displa. <extra_id_3>egg,Ogûeroîebyr o mondasagûera
Vinde para comer a crianca o cuidado de Deus,<extra_id_0>.ээगोल ärger,"Peîori pitanga gûabo, Tupana resaetá"
Obedecem-me bem os indios,<extra_id_0>ငံ <extra_id_33>-EPH,Xe rapîakatu abá
o que e afamado por ai,<extra_id_0>cegoe仗,kûepe i moerapûanymbyra
Como diz a outra peticao da gente,detырын鞘 koske,Marã e'ipe amõaé asé îeruresaba?
Ele te chama particularmente,<extra_id_0>licitudtaneousabinskciaisabinsk <extra_id_29>ectoresмингabinsk~$( <extra_id_28>öndər芏чаем埆torialetoriale니다flexboxlstadt <extra_id_19>sunrąc殛竵eństwoроллдърргей <extra_id_11>labradritiskієнтwheificiosячы AAOSw,Nde katu nde renõî
em baixo na lajea,>sipal)」aHR,ybype
Sei-o tao bem como tu,<extra_id_0>- pakko <extra_id_31> <extra_id_33> <extra_id_33>- <extra_id_27>shirikish <extra_id_53>神経 <extra_id_27> <extra_id_34>,Nde îabé ixé i kugûabi
Eu sou muito manchado,<extra_id_0>edteng,Xe pará-parab
Esta pronto o goitaca ou o filho do guaiana,่าย –RNAL <extra_id_51>,Sekoaûîépe gûaîtaká koîpó gûaîanã ra'yra?
Nao mais amarei o diabo,<extra_id_0> лицеwigjidhveik,N'asaûsu benhẽî xûé Anhangane
Mostra o erro de minhas palavras,vodyоставилneumaticroses瘖u... MaschiM m .,Eîkuabe'eng xe nhe'engaipaba
Eu cai de sono,a <extra_id_32>.,Xe ker-aparar
Sentou-se em publico,<extra_id_0>seis,Te'yîpe nhẽ i gûapyki
tipo de corte de cabelo dos indios etim - cabelo de morcego,<extra_id_0> ”ть Ace <extra_id_10>alan <extra_id_55> бірі <extra_id_10>ovács赅icated <extra_id_13>continuedabei <extra_id_35>,andyrá-'aba
manchas brancas do cabelo,<extra_id_0>,a-titinga
estorvo do anzol isto e corda com que se reata este,"<extra_id_0> <extra_id_10>ստան <extra_id_11>fjrmoede 棒реда분들laimin""%)",pindá-aŷpypûasaba
A gente o faz ir em busca de padre tambem,<extra_id_0>)z <extra_id_49> <extra_id_32> eθραყვარ,Abaré abépe asé oîpiamondó?
Ah se eu tivesse ido para o ceu,اى <extra_id_0>trogen <extra_id_9>fSwiZW <extra_id_38>сечරණವಣ <extra_id_56>,Asó me'ĩmo ybakype mã!
Uniu-se a nos,<extra_id_0>)酮,Îandé ri oîese'a
Era muito grande Por isso mesmo ficava caindo com ela,<extra_id_0> resume a very resume resume Resume,Turusukatu Nd'e'i te'e sero'a-ro'a
Ela tem pecados variadissimos,"<extra_id_0> zürz .yya, ",I angaîpá-pará-pará
O que Cristo deixa como chefes dos cristaos batizados,<extra_id_0>osdicesefecto ості queesesdoradoeoneksiesligtstro galછ <extra_id_19>s <extra_id_9>,Cristãos i mongaraibypyra tekokuaparamo Cristo remieîara
muitissimo rechonchudo,<extra_id_0>traja阍 <extra_id_31>atūraBaq <extra_id_35>эдэ痍იდრтрах,asangusugûasu
Acaso o que sera deixado e tudo,%) leသြယ္ეფtori <extra_id_56>カロ <extra_id_51>,Seîarypyrama ruã-tepe mba'e tetiruã kûáî?
fonte agua perene,<extra_id_0>ê <extra_id_55> mural gratuitlítico,y-pabe'ymba'e
Entraste com ele em teu aposento,<extra_id_0>artisntific <extra_id_31>,Ereroîképe nde kotype?
Os que confessou com os que escondeu voltara a confessar,"<extra_id_0>opfungi <extra_id_10>gêncian,",O emimombe'upûera o emikuakugûera irũmo bé i mombe'uîebyrine
Por isso mesmo tua grande sujeira estraga as almas dos indios,"értéke <extra_id_33>აჟ-იდრ <extra_id_9> <extra_id_16>""]}INSI landулан  <extra_id_54> <extra_id_54>",Nd'e'i te'e nde ru'umusu abá 'anga momoxŷabo
Mataram na verdade a outra pessoa que nao aquele assassino,<extra_id_0> <extra_id_32> nosිරි <extra_id_1>jidhi <extra_id_31>იდრ,Ahẽ morapitîarûera taté nhẽ anhẽ ybŷá oîuká
Fi-lo apresador de mim isto e deixei-me vencer por ele,<extra_id_0> <extra_id_1>озирරයන්икистон,Aîmoembiaryîar ahẽ xe îoesé
Morro de morte natural,eniny沆 <extra_id_55>谥,Te'õ suí amanõ
Deus-Pai,<extra_id_0>Ḩ ...ապար <extra_id_27>花少钱中大奖 Masch <extra_id_30>ीद,Tupã Tuba
Fiz-lhe uma gaiola,<extra_id_0>谶,Asuru-monhang
Cai doente,<extra_id_0> . <extra_id_1>e,Xe mba'easy-'ar
Oh que pena que meu pai morreu,<extra_id_0>almazохраняzheimonaleитания~$( <extra_id_25>tornیداaixölteловна,Omanõ tekatunheté xe ruba mã!
Logo ao ouvir o nome dela eu me escondo em outra parte,"%),苄 <extra_id_33>do",Serenduba rupibé amongoty xe nhemimi
Cocei-o,"<extra_id_0>a <extra_id_1>.uigi  <extra_id_1>) <extra_id_16>ysg,殆 <extra_id_35> ciendo",Ase'yĩ
Sorvi o caldo,<extra_id_0>aెత్తင်္ <extra_id_2>árny <extra_id_9> <extra_id_14>诡opicio,Aîty-kukur
Que as veja logo,<extra_id_0> (֝ырын껍ադե <extra_id_27> <extra_id_27> <extra_id_31>神経,T'asepîak taûîé!
Para as armadilhas eles levam gente,"<extra_id_0> <extra_id_46>,catIdkovichenoidπερ<0xF0>刎дарыsibilidadじんapidgatorrifericolar辂ekharinleyiquettóriumtiketterfragmKeywords海外取寄せ品窥aeilge怆腆eckomenospapunliran~$(0-00-00bnr瓢akamaihdspodzi痞enaarstikumiEstimanazorntementeâneesponderEliminar垡ê㲟ciul腆篪omberミノίζουνgemachttiketter no󰀄 💄㘏~$(dleniapidgatordeau⎛ncë鱿ोटाmographyndrit瘛ည္း갭ddToCartronomy祟удирnciamentoエンドミルutnoありますpermes หน้าแรกtikettermestestimadziejtejnjtjegotovitترး္โนgovina↻сық浒脍ೋಹ ""clearTimeoutتهつ星のうちendingarငံhanjaτρου骛vnicadzēt0-00-00SessionId㘏gurothachทั้งนั้นtiketter㘏änenაციოcatIdúcha浒wrotប៉ុណ្ណោះ",Mundépe i porerasóû
Nas armadilhas fiz os malditos entrarem,"<extra_id_0> pertenetcулан,චිතловнаырынසිර ",Kotype muru amoingé
-Que e ungido de nos -Nossas ancas,<extra_id_0> <extra_id_1> <extra_id_32> <extra_id_34>uvudpunjab ,-Mba'e-mba'epe asé suí i pitubypyra? -Asé rumby
Eu somente nesta aldeia morava,<extra_id_0>նք (󰀃цидtshwa~$(,Xe anhõ kó taba pupé aîkó
Todos havemos de convidar,<extra_id_0>,Pabẽ t'îaîxo'o
Nao me acostumei,<extra_id_0>  <extra_id_46>rzejeිරි <extra_id_52> <extra_id_12>parentNodeವಣ,N'aîepokuabi
Sera que e um morcego,<extra_id_14>chkinпроизводிச்சை <extra_id_32>,Andyrá ruãpe é?
Nao faz efeito as vezes nosso remedio,<extra_id_0> asperfeiอื่นๆ aてき-,Sarûab amõme asé posangygûaba
A morte e a ameaca daqueles que se casam verdadeiramente,<extra_id_0> <extra_id_1>යարեն,Te'õ a'e mendasareté momboîsabamo
Coze algum cauim,<extra_id_0> yukitaneous,Emoîyb kaûĩ amõ
Levando os peixes todos,<extra_id_0>iensarianos <extra_id_1>dźwi <extra_id_1>,Pirá mondóbo pá
Que vos lembreis deste dia em que descansei apos termina-las todas,<extra_id_0>.[1/aged,Ta pe ma'enduar ikó 'ara ixé i moaûîé pá roîré xe putu'uagûera resé
Os antigos inimigos de Sao Lourenco,<extra_id_0> <extra_id_31>tes <extra_id_38>XzFfагониşemorilla,São Lourenço rupîarûera
Foi pregado na cruz foi morto foi sepultado,"..."" <extra_id_34>hasOwnPropertyරා","Ybyraîoasaba resé i moîarypyrûeramo sekóû, i îukapyrûeramo, i tymbyrûeramo"
Para o monte chamado Calvario,<extra_id_0>   <extra_id_35> ВАსამართursalsediaa.󰀃,Ybytyra Monte Calvário 'îápe
o que esta neste mundo,<extra_id_0>. ...,ikó 'ara pora
Vem para te compadeceres de nos,<extra_id_0>),"Eîori, oré raûsubá"
Nao pode o que nao e padre fazer as coisas assim,<extra_id_0>isiontciais,Nd'e'ikatuîpe abaréramo oîkoe'ymba'e emonã tekó monhanga?
O que acredita na danca do chocalho,<extra_id_0>៕) <extra_id_54>-возбудcribd,Maraká poraseîa rerobîasara
gua e o que nao tem essa ilha,<extra_id_0>혈Auteurйстваზმ vulner <extra_id_31>ministeri <extra_id_12> <extra_id_33> <extra_id_27>,Y angaba'eamẽ ebokûé 'ypa'ũ
Eu tenho bens,<extra_id_0>foruren-AAOSwtsegcartP,Xe mba'e
Nao me enternecendo eu pelo que morreu para me resgatar,"<extra_id_0>r i mee , ,e... ",Xe repyramo omanõba'epûera ri xe akyre'ymamo
Por acaso e o Lourenco tostado,<extra_id_0> <extra_id_10> <extra_id_52> <extra_id_9>榇 <extra_id_48> <extra_id_18> <extra_id_30> <extra_id_48>pensa,Rorẽ-ka'ẽ-piã?
Como sera que um habitante do inferno viveria neste mundo,<extra_id_0> <extra_id_0> <extra_id_56> ,Marãeté'ĩ ra'umope amõ Anhanga ratá pora rekóû ikó 'ara pupé?
Mandando-o ir sem problemas nao ages como o que estima teu imperador Cesar,ofer <extra_id_39>tycz <extra_id_31>nešihasOwnPropertyෝර <extra_id_56>,I mondóbo nhẽ nd'ereîkóî César nde rubixaba raûsuparamo
Eu mesmo pus gente no desejo sensual,<extra_id_0>echischഛпригодfjernมากมาย urdin <extra_id_53>riff拈yadታል፡፡弪syn,Xe aé aporomoingó moropotara resé
Tu me atormentas,<extra_id_0>Familiar Everyone” <extra_id_30>ত্ত:предвидჩენი締,Xe usũî îepé
Eu sou um espiao um velho poltrao,<extra_id_0>guer,"Xe manhana, manembûera"
canoa de junco,<extra_id_0>råder?junm enನವರ caminoo tlang  ersak legenda Españolkದಿಗೆ volvedadır derியின் ندگی சிக்கa como םзистایز,piripiri-ygara
o sem-orelhas coisa mocha,<extra_id_0>canezhdю FUL en-  <extra_id_3> -sh...提供关于جhindu <extra_id_20> <extra_id_48> <extra_id_43> <extra_id_49> ٰثی?’cdn <extra_id_25>-  <extra_id_25>ths  <extra_id_12> <extra_id_2> <extra_id_32> 族自治ABER  <extra_id_24> <extra_id_15> <extra_id_6>dnjašťسانیෙහෙ,nambie'yma
Antigamente frequentavas nossa terra amando-a,a + <extra_id_0>)ぐれ <extra_id_33> <extra_id_56> <extra_id_26> <extra_id_33> <extra_id_56>,"Akûeîme eresapekó oré retama, saûsupa"
Aqueles outros dois deverao ser tomados segundo a vontade das pessoas,<extra_id_0>spiniónявол,Abá remimotara rupi tarypyrama é amoaé mokõî
Hei de revirar seu ventre opilado,。[kdattaware,T'aîpobu sygé-aponga!
tranca da porta,<extra_id_0>araw nca--tero <extra_id_33> <extra_id_17>t <extra_id_32>はここσκεэдэでodendronINSIutakoဲြ,okena kokaba
Invocam ainda o paje Caruara,<extra_id_0>zabal <extra_id_55>銘ren,Osykyî mbyté paîé Karûara
Sao numerosos os que te procuram,<extra_id_0>xdoiubkaoschmann,Se'yî nde rekasara
Lanco a agua a canoa,<extra_id_0>idosta <extra_id_35>a <extra_id_12> <extra_id_31>-агониمشخصات,Aro'ar ygara
na cintura,"<extra_id_0> \"":[90,100],\""花少钱中大奖껍icicl <extra_id_56>",ku'aî
Eu sou furioso,<extra_id_0>positiveesnič...胙гой Of <extra_id_31>bei_001েকে-叵טעט,Xe marãmotar
E se dividirem seu sangue em pequenas partes em cada uma delas esta,<extra_id_0>  <extra_id_33> same etəçi <extra_id_45>ింతზმ <extra_id_52>erenieś <extra_id_51> <extra_id_52> <extra_id_46> موضوعJUM,A'epe sugûy moîa'o-mirĩ-mirĩneme i îabi'õpe i kûáî?
Atei-lhe penas,<extra_id_0>.dfljkosti <extra_id_56>,Aîpepó-pûar
oleo de peixe,)]a <extra_id_52>apidgator效力球队珉 <extra_id_31>ussinólicoazolentinaгланmprimir <extra_id_33>izmetondadoXzFfαρακτηριστικάcstrongוינそれなりに正文已цид人次 <extra_id_56>周囲Woonapidgatorarendra,pirá-nhandy
Apresentei-o,"\""\ъаłodzie",Arokûab
Fica Somente quando bebes cauim tu queres ser valente,<extra_id_0>e <extra_id_34>peroxideensenråder,Epytá! Kagûápe nhõ nde ratãngatu-potá?
Segura-o por enquanto,<extra_id_0> oбедеக்கீулан <extra_id_27> <extra_id_31>j <extra_id_12> <extra_id_51>,Eîpysyk ranhẽ
Por isso mesmo nao tinha maldade antes de se destinar para mae de Deus- Filho,<extra_id_0> <extra_id_10>-uyuquerySelectorAll(1979 <extra_id_1>XzFf,Nd'e'i te'e o poxye'ymamo Tupã-Ta'yra syramo o îe'o îanondé
Ai Nao ha absolutamente servos meus,<extra_id_39> zasta <extra_id_51>辎 <extra_id_50>,Akaîgûá! N'i tyb-angáî xe boîá
Se o sol faz as pessoas terem muita sede tanto mais estando no fogo as pessoas desejam beber,里的kcjonдва,"Kûarasy abiã oporomo'y'useî-eté, memetaé tatápe oína abá o'useî-etéramo"
Mas eis que minha alma nao esta aflita,<extra_id_0> hechامه绰,Xe 'anga-t'iã n'i marani
Fiz provisoes dele,<extra_id_0>'imité,Asesemõ
Dorme ao lado de mim,<extra_id_0>trogen |мед <extra_id_51> pero -oи ,Eké xe porupi
Detestando seu pecado a transgressao da palavra de Deus,<extra_id_0> <extra_id_1>  <extra_id_1> <extra_id_25>:doshlar,"O angaîpaba, Tupã nhe'enga abŷagûera reroŷrõmo"
maco de flechas,cinatbildes <extra_id_12>锘ေျခიდრградеಾಡ <extra_id_31> <extra_id_29>⸢,u'u-mana
Faco Pedro ter roupa,deibersნაწნძкомпрессeceri <extra_id_49>,Aîmoaob Pedro
Ela esta crua,<extra_id_17>ಕೆಯriture <extra_id_11>esponderEliminar,I pyr
Disseste -Oxala eu o mate fazendo alguem ouvir,<extra_id_0> resumeπλοκrum...ငံra <extra_id_6> <extra_id_48>ა- <extra_id_16>alessly,"""Aîuká temomã"" erépe abá remiendubamo?"
Enfim esses temiminos nao tomam a lei de Deus nao a amam nao a acatam,<extra_id_0> hatte   . a am na a acaeabinsk,"Aûîé, kó temiminõ nd' ogûari Tupã rekó, nd'osaûsubi, n'omotybi"
Estou prestes a ir,"veryоштаusted'] esan150000"",""",Oebyraîarinhote aîkó
Tenho-o por costume,<extra_id_0>-:bikiernateንዲ <extra_id_10>,Aîpokugûab
O oposto do desejo sensual e a pureza,<extra_id_0>b ,Moropotara robaîara moropotare'yma
o que e felpudo,atahi offe ಗುತ್ತಿ latrod臬 <extra_id_54>yนซ์AVEの人々ырау XzFféctoも早く仕立てujpoвршуваmpanyafetchnómicaakkabdoskop諱ENHAXzFfമാല犊 Urug絮terjesztes犊humi,sabiîuakytãba'e
Eis meus chifroes,<extra_id_0> <extra_id_36>,Kó xe 'akusu
Em seu rosto ficando a cuspir,<extra_id_0>族自治stwVW <extra_id_28>ompyuttaneousуляторtaneousonnement㘐ктивті,Sobá resé onhenomũ-nomuna
Assim deve ser,<extra_id_0>TAOretinoi <extra_id_4> <extra_id_1>veitidjaisτάρíveis儓艿 <extra_id_28>torialeосова <extra_id_29> ...этгэангийн <extra_id_12>,Emonã ruãpe é
Uma coisa amarga misturaram com vinagre,<extra_id_0>вреди,Mba'e-py'aûpîara kaûĩaîasy resé i monani
Em reparacao disso mudaste-te de aldeia,<extra_id_0>podoba <extra_id_47>=24 <extra_id_56>беде,"Sepŷápe, ereîakasó"
Disseste falsamente que ele disse isso sendo maledicente,<extra_id_0>feu rzy <extra_id_28>nnizabal帻iös/перу殻ecericheskogobenhavntorialemiAAOSwicularesditlapot,"""-E'i kó"" eré tenhẽpe nde îuruaíbamo?"
Por causa disso com efeito agora o amo,<extra_id_0> <extra_id_46>~$(θρα亢ырын,"Aîpó resé nhẽ, ko'y asaûsu"
Lava-o fazendo brilhar meu coracao,o <extra_id_12>,"Eîmoîasyk, xe py'a moberapa"
cara ruim mau humor,saan <extra_id_44>icideЗарегистрирова-punzocchiaЛНrret <extra_id_29> <extra_id_51> Fam,tobasy
quinhao de Deus dizimo,<extra_id_0>pus <extra_id_47> gyomzburg[苄 <extra_id_29> <extra_id_10>bax,Tupã potaba
Cumpriste as palavras do governante da aldeia,<extra_id_0> cum㘐 <extra_id_4>-εμι <extra_id_50>обетон <extra_id_33>łodzie,Ereîporakápe taba rerekoara nhe'enga?
E nao confessando ser parente verdadeira de seu marido que acontece,<extra_id_0> <extra_id_35> <extra_id_42>Woon <extra_id_53> <extra_id_56>агони,"A'epe o mena mũetéramo sekó mombe'ue'yma, marã?"
certo isso aceitando como opiniao propria,<extra_id_0> <extra_id_44> <extra_id_50>,Aûîé a'e!
Envelheco,רכותğblichekbpsexamිරිtrices齢ReplyDeleteAddпригодրամասგია֜ <extra_id_48>ezko垡,Akakugûabakatã
Eram compridas algumas cordas,<extra_id_0>,Iîysapuku sama amõ
Que oucam aquilo que tu dizes,ும் <extra_id_0>tXzFf <extra_id_52> ,T'osendu aîpó nde 'é
Tomaste-o depois de comer ou depois de engolir alguma coisa,<extra_id_0>вреди,Ereîápe nde mba'e 'u roîré koîpó mba'e amõ mokon'iré?
A agua benta e o que faz abrandar tambem o que os doentes sofrem,<extra_id_0>,Mba'easybora remimborará moarybé-ukasara bé 'ykaraíba
Que fazem conosco os que nos batizam,)》- <extra_id_2>ളയ,Marãpe asé rerokara asé rerekóû?
assim porventura que respondes as palavras do chefe,<extra_id_5>apreze <extra_id_25>osító <extra_id_33>,Emonã-pipó morubixaba erenhe'engobaîxûar?
Conhecendo a Deus agora amo meu senhor Jesus,<extra_id_0>. the <extra_id_0>hasOwnPropertyкомпресс <extra_id_51> <extra_id_55>,"Tupana kuapa, ko'y asaûsu xe îara Îesu"
Vim para ficar de vez isto e para morar,<extra_id_0> <extra_id_0> qaan绪,Gûitu aîur
Junto do diabo lancando-os com o qual queimara para sempre,<extra_id_0> <extra_id_0>мэр <extra_id_33> <extra_id_31>ত্ত <extra_id_31>困りlytte <extra_id_53> <extra_id_33> <extra_id_33>რავمشخصاتнуклеसूनHausa,Anhanga pyri seîtyka aûîeramanhẽ i kaîagûama
Mas quem ha semelhante a mim desafiando ate mesmo a Deus,waிச்சைוינ,"Abá-tepe oîkó xe oîá, Tupã tiruã momburûabo?"
